#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-07 16:08:38.547

Frequency (Hz),Channel 1 (dBV),Channel 2 (dBV)
3.734,-67.86526474418305,-93.32321932100049
3.736,-69.61126850580978,-90.57080858838373
3.738,-70.90728653991016,-89.28984488702268
3.74,-71.896840665243,-89.3903299412368
3.742,-71.03670818805524,-90.0552989833036
3.744,-69.71451226824681,-88.3988541352003
3.746,-67.95951938628171,-85.31797271870943
3.748,-67.05431515808333,-82.83396186092543
3.75,-66.82479877031008,-82.46670660490928
3.752,-66.50268900536474,-82.88785714465776
3.754,-65.592912466697,-84.00138172123172
3.756,-65.22804548136764,-86.48398737179521
3.758,-64.79530267340671,-90.54408287634088
3.76,-64.60843948987205,-100.1025696373273
3.762,-64.82148115484537,-100.5690784258871
3.764,-65.42379356394383,-96.67595878509543
3.766,-66.35985879606183,-96.86847077600993
3.768,-67.66075183577175,-98.53718211872641
3.77,-69.07203970044432,-98.12164348149111
3.772,-69.86341818345333,-96.5210409546752
3.774,-70.29952244803725,-96.22511094066672
3.776,-70.80983905847694,-95.68034287326951
3.778,-70.98265292095297,-97.08122092999703
3.78,-71.73399216932718,-97.97215965067204
3.782,-71.4427122041336,-92.01415216567021
3.784,-71.33953463720972,-89.39113076795638
3.786,-70.40512257913289,-88.50970792577121
3.788,-69.54662861722298,-91.2382068392545
3.79,-69.25223326914697,-96.30752641827235
3.792,-69.6381431592164,-99.09238133790025
3.794,-69.71988086487458,-98.39308656471292
3.796,-70.89976954796045,-93.42832269652746
3.798,-70.55426593697574,-90.53561834479545
3.8,-70.4776686408521,-89.3894107555932
3.802,-69.94568786278411,-88.22783509204258
3.804,-69.15756392374438,-88.28914765884406
3.806,-67.67349912171809,-87.66326664488018
3.808,-66.99192248081941,-86.85918164339397
3.81,-66.54133442355358,-86.10209779975555
3.812,-66.79557574398883,-84.26011309727022
3.814,-67.56024998600867,-83.51270424014149
3.816,-69.59570354199924,-85.09866414850258
3.818,-72.03744176467295,-89.55556548211041
3.82,-75.70085116280657,-93.36544383388684
3.822,-76.94656654441634,-91.89418600753285
3.824,-76.10557384023174,-90.56109711777074
3.826,-73.55940724447248,-89.42725160517399
3.828,-72.09071342643536,-90.69216382679596
3.83,-70.9016237108289,-92.67318290424487
3.832,-69.74280622838039,-90.25419812645966
3.834,-68.50839502682616,-88.52792683275351
3.836,-67.88803518599077,-87.66643179669364
3.838,-67.38366866739372,-87.11711336138296
3.84,-67.49058484642573,-87.87224455188961
3.842,-68.22679393035985,-90.74612080739931
3.844,-68.76638633771958,-95.56991083694351
3.846,-69.87268819252955,-98.69789797825291
3.848,-70.88049877161473,-94.31606082750329
3.85,-71.93939094270453,-92.29203242091583
3.852,-73.16781068362987,-89.540004602734
3.854,-73.99115827764271,-90.594765402889
3.856,-75.44940095271618,-88.95101439983969
3.858,-75.79582783380071,-85.96485057087111
3.86,-76.40536767211904,-82.81485854389393
3.862,-78.31106150137036,-82.07274624745041
3.864,-81.61371596336645,-83.56706004852913
3.866,-83.76995787778021,-85.44229673082563
3.868,-91.44337122955919,-86.67772537827889
3.87,-90.89549320422731,-89.48841849339547
3.872,-84.00469858265056,-91.27464820721428
3.874,-79.433773569108,-89.80366109156131
3.876,-74.69287785533506,-89.87312724352135
3.878,-71.46955697548604,-90.50802638518222
3.88,-69.82142119267586,-92.27013193105819
3.882,-68.23918363571204,-105.7176070482982
3.884,-67.75094305273778,-95.24685057396522
3.886,-67.67388044943699,-90.44866529087166
3.888,-67.81712921056618,-88.76657901045128
3.89,-68.07626853506198,-89.20677118551441
3.892,-68.25091063418436,-91.47738639338766
3.894,-68.68870304666748,-91.94029202173694
3.896,-69.52651575445583,-90.30252959203366
3.898,-70.67050784705053,-88.17982025421743
3.9,-71.49705249247231,-86.37975830243965
3.902,-73.17867813222735,-88.61199701417624
3.904,-73.83811859232893,-99.60586999287094
3.906,-73.50132824985766,-104.0199020496263
3.908,-72.08346375956089,-95.97060858757941
3.91,-69.99297887827348,-96.56732682323998
3.912,-68.62545994229075,-112.3339826322416
3.914,-67.60142046821257,-97.00431294997912
3.916,-67.37982372097912,-93.92797962038458
3.918,-66.89550686542714,-93.63556637595509
3.92,-67.34590066747106,-94.10730722418278
3.922,-67.19960090411065,-90.58591952938113
3.924,-67.57370092572847,-88.91668295106284
3.926,-67.51424829923471,-88.91703749034525
3.928,-67.99790951659079,-91.60697224450031
3.93,-68.72515010963819,-98.83682244401847
3.932,-70.29737365212671,-97.66192477315241
3.934,-71.9726743998493,-97.16381689315682
3.936,-76.00080188760671,-101.3098642295569
3.938,-81.39475894224519,-99.065185359593
3.94,-86.10611365852968,-93.74819223682537
3.942,-81.48631511664037,-89.49076846387672
3.944,-77.83777218679914,-87.4607227372983
3.946,-77.20750430248484,-86.98575145391359
3.948,-76.61693180600513,-87.6668756246289
3.95,-79.39590188881778,-87.44890812987381
3.952,-81.93683090169256,-87.3983478910362
3.954,-86.84715889599366,-91.54770225947276
3.956,-81.94370687826239,-107.8636864519245
3.958,-76.98396930042315,-97.78390777775621
3.96,-74.45401403664918,-91.65604819866915
3.962,-72.52261818743301,-90.93934803090676
3.964,-71.39497511706865,-95.37232736503954
3.966,-70.42985139766255,-109.5973626978057
3.968,-70.1842196750943,-99.54851693869327
3.97,-69.86520618922353,-95.00899688533886
3.972,-69.72120916754372,-91.27192204058193
3.974,-69.31565472085585,-90.90415374406302
3.976,-69.78112478537145,-91.77505835626711
3.978,-70.1095999246825,-92.6638940598272
3.98,-70.81656237299167,-95.66490354308995
3.982,-70.71489277067754,-100.9937991303042
3.984,-70.75594481140712,-114.5488455116041
3.986,-70.21797606464676,-98.65721421556998
3.988,-69.98382241355336,-94.66475515329026
3.99,-69.34299095006766,-90.25633301474024
3.992,-69.59153930300351,-91.89563297210188
3.994,-69.89200212847565,-103.55307747019
3.996,-70.94066975547315,-93.68573206797051
3.998,-77.20844734911691,-89.67262465797411
4,-77.54132134124004,-87.82236639023851
4.002,-76.77203455574943,-87.30806376712994
4.004,-87.73979410390066,-88.24845623350845
4.006,-88.88920946064189,-87.86859073767623
4.008,-82.83295345181637,-89.8404058567821
4.01,-82.90211360924081,-99.1881040356789
4.012,-79.49118596354103,-101.2863137899443
4.014,-77.04192046071037,-92.33304221543204
4.016,-74.92834856358178,-88.26161352189763
4.018,-73.9147417503968,-86.95496125136791
4.02,-72.86963374183628,-86.72938978573372
4.022,-73.26951438022124,-88.36177815201219
4.024,-73.42516507722598,-91.99220885338246
4.026,-74.43822580352578,-96.85987593889564
4.028,-75.06736867431532,-105.2825475422922
4.03,-74.55595434248347,-99.7009402225376
4.032,-74.50673910749768,-95.22018970891992
4.034,-73.74352128287664,-90.73770278752862
4.036,-73.63018680255485,-86.72739595445093
4.038,-73.55889464938214,-84.40238413222794
4.04,-74.28762290042967,-83.31924642983222
4.042,-75.46181072152733,-83.17864573116644
4.044,-77.18075100555549,-83.9309105920038
4.046,-77.60403302127189,-85.83800226039067
4.048,-80.07478744319683,-89.39266170578273
4.05,-78.97845521838076,-91.7006872907014
4.052,-81.17087006721272,-91.35500640429186
4.054,-84.62250349591919,-90.50272853405394
4.056,-103.0178526203816,-90.74800439522116
4.058,-84.87394757948226,-90.98392679846415
4.06,-78.23266198034685,-88.25305832527252
4.062,-75.18906492036507,-85.92512165817263
4.064,-73.68592138928025,-84.82009984618645
4.066,-73.5295186047687,-85.36949317363045
4.068,-74.65845335719165,-85.7693216743415
4.07,-77.06687429582482,-87.38616681708893
4.072,-79.77053406738541,-89.34676191351716
4.074,-83.95639694593271,-90.38605151300121
4.076,-84.82897647148546,-92.78593754517034
4.078,-85.86875532245016,-92.32632374019714
4.08,-82.6565772172367,-93.71414151088413
4.082,-78.10769574988898,-93.56782767255191
4.084,-74.92355324755064,-93.67330781222432
4.086,-72.62552483557256,-99.96309536924042
4.088,-71.07268280625942,-99.27703306439017
4.09,-70.71967950076541,-89.17729662438941
4.092,-71.20623256583825,-86.01605099923874
4.094,-73.40562776538052,-84.93815479280128
4.096,-77.96644681281904,-84.63673204198304
4.098,-81.46362069591896,-85.62881250879768
4.1,-76.8790667089946,-88.86183473825918
4.102,-72.80957755737927,-99.15356129372054
4.104,-70.65556929783492,-92.75157095091097
4.106,-70.41687866698956,-87.01672708720245
4.108,-70.53232349487376,-86.53695426044479
4.11,-71.58832734058089,-89.7233797462986
4.112,-73.95781306029087,-94.21767903894681
4.114,-75.53078199777838,-91.42626106195465
4.116,-76.43568470924006,-87.41326920993616
4.118,-75.25000357686213,-87.09200062115363
4.12,-73.89087333561184,-87.90255663912211
4.122,-71.69010937198055,-87.08417047876341
4.124,-70.56495727024661,-86.53987899022594
4.126,-68.968277650589,-87.11977493808502
4.128,-68.13911690402708,-87.76311175669414
4.13,-67.01529346629287,-85.70566078397212
4.132,-66.73111340863646,-84.70246696086134
4.134,-66.51041344944611,-86.2973336938648
4.136,-66.77480797567527,-87.15800098202399
4.138,-67.0756325093235,-89.73146062939583
4.14,-67.76166045880804,-101.0664449018925
4.142,-68.16451139386058,-98.81575490879854
4.144,-68.98628917189305,-91.09293801595274
4.146,-69.28743359906437,-88.91396645954302
4.148,-70.15095230053694,-90.00696950955071
4.15,-70.88517012610507,-90.70258584802694
4.152,-71.30454400562242,-91.25042159346718
4.154,-72.67589163281818,-92.91139654509968
4.156,-73.74637478489051,-91.55642355572759
4.158,-77.16659854401803,-89.00637685961314
4.16,-80.9424140628802,-87.1696451877783
4.162,-79.20329506914618,-86.31415704434487
4.164,-74.902757136274,-85.89613945297799
4.166,-71.68751167852196,-85.42225913355699
4.168,-70.91385533508782,-85.88424649793426
4.17,-70.33841935272677,-86.44586036263958
4.172,-71.57948528593198,-86.51184005803682
4.174,-72.98648458735323,-88.64729827311388
4.176,-73.886662622465,-92.97076798515063
4.178,-71.97654941717646,-97.57246280178319
4.18,-69.77927674991466,-96.89273322896263
4.182,-68.28203238116319,-94.1171956464031
4.184,-67.16301554375096,-96.14932191011859
4.186,-66.35091350717958,-97.68189489524168
4.188,-65.82575279477231,-94.70831082144883
4.19,-65.85040587907201,-91.18565316810248
4.192,-66.12011146260755,-89.24706197485911
4.194,-66.74585410428161,-89.15264761571075
4.196,-67.09970684643879,-89.69531719833988
4.198,-67.79050003764534,-89.9400984809391
4.2,-67.58864715049988,-89.34897422868617
4.202,-68.08436308152145,-91.08503437978794
4.204,-68.90262072919262,-94.27447661241088
4.206,-71.32811640856345,-97.09522638018996
4.208,-75.77522224282197,-100.1914482665073
4.21,-92.77672587756282,-99.84607164556225
4.212,-79.71044236106466,-96.85033644793995
4.214,-72.39028064979274,-95.44963845854384
4.216,-69.58128782183806,-99.07976582386826
4.218,-67.75299791561156,-97.69303239513317
4.22,-67.44634861602685,-94.51104940464576
4.222,-67.33647966823838,-93.41566299075117
4.224,-67.80705751294281,-93.51589143375665
4.226,-68.10850936002527,-97.52429358225767
4.228,-69.24555943170505,-97.84659031070801
4.23,-70.35789800805853,-91.4174357456463
4.232,-72.84403946333357,-86.86490935046685
4.234,-74.38110371060094,-84.1161483349544
4.236,-71.31899934925539,-84.07416567758516
4.238,-67.43409538919266,-86.89309134697127
4.24,-64.69314919855614,-94.681324084495
4.242,-63.38019939661009,-99.03232962893009
4.244,-62.38034512244067,-92.69394655199085
4.246,-62.12148785023498,-91.74032127651365
4.248,-62.0445650841535,-98.88856546386609
4.25,-62.27891320918181,-101.0932157160978
4.252,-62.04133984866587,-97.74605670295722
4.254,-61.92647628776445,-95.95866356921107
4.256,-62.01590952471314,-92.78162658224538
4.258,-62.95777875906121,-90.22536011051271
4.26,-64.29185748671868,-89.67461428116633
4.262,-66.61638094030681,-89.84705490849856
4.264,-68.97895033417828,-88.62077494642466
4.266,-70.58498007852336,-87.96935524286569
4.268,-70.11651918855193,-88.63026656849746
4.27,-69.33909835134148,-89.93080987236164
4.272,-68.94028527295791,-93.63614445156755
4.274,-69.2294505512177,-101.99688070993
4.276,-70.08104625228142,-92.38294230783072
4.278,-70.59543156701528,-89.61764759075473
4.28,-70.90753685739558,-91.43075528124804
4.282,-70.37783653628877,-97.11901523660475
4.284,-70.42917445349816,-111.833993532673
4.286,-70.52416993320874,-95.59882968559512
4.288,-71.84291885445397,-92.20728607915157
4.29,-73.1101458718318,-96.30095271585752
4.292,-75.70504926435109,-97.87657157016682
4.294,-77.2762648005446,-95.36854505128764
4.296,-76.813395873678,-95.53166350793077
4.298,-73.26935060641655,-94.3201023721801
4.3,-71.63295473148861,-92.5332064673657
4.302,-70.46333367799701,-93.74334668794438
4.304,-70.12128003309756,-94.87428962280734
4.306,-70.17053312718211,-98.15874739047899
4.308,-71.72946086731946,-98.68143229893664
4.31,-72.98840963704352,-91.61947340184926
4.312,-75.11367245052506,-86.31910592589294
4.314,-74.67518218422934,-83.55222001520941
4.316,-73.31867906178007,-83.43036600163613
4.318,-71.36314444801899,-83.4539974265127
4.32,-70.10862000286639,-83.62155659457386
4.322,-69.21782549933351,-86.25925864206293
4.324,-69.59283305674916,-89.16832279833795
4.326,-70.10688488088621,-88.9028143904868
4.328,-72.53237825624802,-89.57931844978654
4.33,-75.5796019479824,-92.56236359271506
4.332,-82.09862349160105,-92.01037581235992
4.334,-82.47676346252757,-87.16504912661196
4.336,-76.45766301935184,-85.87383575636237
4.338,-73.36118691296537,-88.0231567112004
4.34,-70.80389373126881,-92.9713887612063
4.342,-69.71912988542108,-103.7233194746762
4.344,-68.84910909268301,-98.17348198931037
4.346,-69.35904790149898,-92.65082626083212
4.348,-70.26622485742142,-93.31500386349188
4.35,-72.86752779673608,-104.9463722857075
4.352,-75.75547858294436,-108.020952940662
4.354,-77.86903240202095,-101.7036589112594
4.356,-76.8616773358293,-96.14398058046781
4.358,-74.91357173587282,-95.85373060158804
4.36,-74.54038587317305,-95.12768789266859
4.362,-73.95543951740878,-91.14593537784755
4.364,-74.94863518739206,-89.39375264587981
4.366,-74.99409153292605,-89.58407962731474
4.368,-76.51268321974638,-91.69177787786904
4.37,-77.88344446778953,-93.95060047806572
4.372,-80.00278120999269,-93.55550065568379
4.374,-79.44902910648834,-94.23529959409279
4.376,-78.57826792249386,-93.57263123083101
4.378,-75.84882622028265,-91.77521797287811
4.38,-74.19692123944908,-91.00647300302606
4.382,-72.25449231478609,-90.46013578439181
4.384,-71.10766767336307,-89.69614960949612
4.386,-70.20739192846028,-88.19688954189913
4.388,-70.39890053508508,-87.51467958565449
4.39,-70.60921564712589,-88.2707204207147
4.392,-72.55214054004686,-91.05828148290149
4.394,-74.43536368052872,-93.7175876683966
4.396,-79.53139659489777,-96.46999468774113
4.398,-84.58821382427405,-92.87867319114099
4.4,-79.96918176736357,-89.8853051074081
4.402,-75.217983356942,-91.60279535970531
4.404,-73.86114071397783,-94.00351103091673
4.406,-73.14685762196008,-94.3801291256205
4.408,-73.73483850347898,-93.62732272704258
4.41,-75.00000802502304,-90.8783487106065
4.412,-77.37879824819733,-88.07099144889365
4.414,-80.28054294296803,-88.95931203490872
4.416,-85.07346962619349,-95.0974881271444
4.418,-85.53596856025798,-92.05987442411157
4.42,-83.47307992349356,-86.57769728598066
4.422,-83.2917905789587,-83.49927995263805
4.424,-80.91243974609776,-82.80602960900778
4.426,-78.74792711110489,-84.57699738222594
4.428,-75.73020395073173,-87.8517055246239
4.43,-74.98607768331495,-90.50693317352921
4.432,-74.26450509448226,-90.99417639742458
4.434,-74.20137283274826,-92.00294134379219
4.436,-73.9590908160409,-95.74620062178457
4.438,-73.51644516325372,-104.9921374979938
4.44,-72.8410312631955,-102.0331592901454
4.442,-73.00588071449162,-107.1967995493115
4.444,-75.19288881093875,-101.6015081849086
4.446,-78.63975913010906,-93.23883351047823
4.448,-88.74672498238938,-89.36274850475398
4.45,-89.44579432497176,-88.83095158004487
4.452,-81.04146598784133,-89.86159380527057
4.454,-78.43897228658066,-92.43625565154596
4.456,-76.50145437676525,-95.20947321353793
4.458,-76.45657193495921,-91.62495990718111
4.46,-75.57724691988547,-91.16520253181443
4.462,-76.26133638158949,-89.46855066256458
4.464,-75.83872089430474,-88.45943636397425
4.466,-75.85743760206809,-88.82337051709528
4.468,-76.34234324998575,-87.64947244012524
4.47,-78.08605967890477,-87.45119225330876
4.472,-79.79186559277333,-88.34698381348355
4.474,-85.03829391025479,-90.41438827541631
4.476,-88.93222056474897,-93.1181181966063
4.478,-87.93630409719887,-91.1456212566121
4.48,-82.28386117850503,-89.21715090319032
4.482,-80.67051418186099,-89.11648671162787
4.484,-79.48004106270676,-90.25566471119112
4.486,-77.78022314694142,-91.34901239010728
4.488,-77.11753738667619,-89.5117882915966
4.49,-75.66886165788395,-88.24106826821472
4.492,-74.44783051507432,-87.92668618334335
4.494,-73.20835457361292,-91.24075044139551
4.496,-72.13597285196489,-102.7312405545695
4.498,-71.1413191493161,-97.73653534832881
4.5,-70.36718294299544,-93.05762499385986
4.502,-69.65739382325319,-90.85544960200386
4.504,-68.83488269613052,-91.0443793697716
4.506,-68.36442254458339,-95.61370998280043
4.508,-68.17589931885391,-106.913936832363
4.51,-68.8902786170803,-104.3684707630305
4.512,-69.72775940121542,-98.11273607237106
4.514,-71.23014973949708,-95.17388948543471
4.516,-72.21490503771825,-94.01114987446859
4.518,-74.13900938404402,-92.23041823021718
4.52,-77.03302592054618,-91.06500849911751
4.522,-83.25542858682127,-95.09978868185101
4.524,-86.86270333930295,-107.0494256055266
4.526,-85.69112891995306,-96.61980497672511
4.528,-82.12157631327352,-89.55584963869632
4.53,-78.61851940777365,-89.60176632717884
4.532,-74.89647090060276,-92.82994123441655
4.534,-72.50926053740051,-94.40627694175673
4.536,-71.09937222605774,-92.85857381983141
4.538,-71.2585896326602,-87.27534220343816
4.54,-71.47420803007458,-86.9254866897771
4.542,-71.62568226466411,-86.63074499536134
4.544,-70.85578569989715,-87.16356154950682
4.546,-71.11165215276547,-90.62141944493135
4.548,-71.07378894437868,-91.82547651429458
4.55,-71.7468870544115,-88.95995609564562
4.552,-72.50623573678484,-85.68108977874834
4.554,-73.6269701285603,-83.74894955356146
4.556,-74.91913141231987,-83.54073664567493
4.558,-77.70708056334263,-84.62032702548996
4.56,-81.89996315156336,-87.01426005251896
4.562,-96.71579768553693,-89.7135253755461
4.564,-85.19885452476282,-90.49869207860253
4.566,-80.60478816714388,-90.36436771932058
4.568,-78.68170194992258,-88.9935026208323
4.57,-77.00898899223056,-88.1110500596167
4.572,-76.4346661405197,-89.71389604992326
4.574,-75.74531904390942,-90.85830174416459
4.576,-75.01935402395827,-89.15460947879657
4.578,-74.20163486348217,-88.15517652865616
4.58,-74.87667018964095,-88.32229597449069
4.582,-75.16479097596699,-89.26590430923747
4.584,-76.54987699503712,-89.36677483330436
4.586,-77.9421523577918,-89.15190961752479
4.588,-81.40706851701052,-90.20680909138215
4.59,-84.58446425725757,-92.59638926807794
4.592,-89.64993188055254,-97.38890632769696
4.594,-102.3774746892818,-93.43204509490064
4.596,-98.82668457130197,-89.59194276576866
4.598,-87.25687911773933,-88.14238569702466
4.6,-80.59615882499628,-88.63736566148204
4.602,-75.88170905496672,-90.49382763113152
4.604,-73.80692457020271,-90.7196551187547
4.606,-71.38530311618676,-91.96247597713182
4.608,-71.17872635601762,-93.90750259034283
4.61,-71.26576512154493,-91.23920252434499
4.612,-72.41913387126617,-91.23124676819344
4.614,-73.88076184193626,-96.8841774126669
4.616,-76.6443319502346,-97.62761509585178
4.618,-78.61560730332542,-94.8501883872173
4.62,-78.94363414787064,-96.07588357743708
4.622,-78.56189949383371,-99.25821493140731
4.624,-78.27628142608071,-96.17150011024813
4.626,-81.66032693900667,-89.83294039031125
4.628,-84.52365742544114,-86.13814654246775
4.63,-84.72327437846741,-85.58941166669103
4.632,-81.14559099034975,-86.22119029103709
4.634,-79.89541994288102,-87.17754644250108
4.636,-78.56434868249217,-88.1041237137328
4.638,-78.49835510119567,-87.20351312261209
4.64,-80.52674565544476,-87.25859716403775
4.642,-80.24213584838157,-89.04335420491597
4.644,-80.90669875235606,-89.91659770220018
4.646,-81.06561098947979,-91.85232054813055
4.648,-85.97833408484307,-97.771630222513
4.65,-94.82950855325475,-100.7866924465959
4.652,-87.25175968713388,-108.4802034399917
4.654,-81.37210947141543,-107.1979622316521
4.656,-77.17456522946105,-96.83177184748388
4.658,-76.0091599555509,-90.38739545601001
4.66,-74.54014985932392,-87.384036864786
4.662,-74.11621190604744,-86.06341590508902
4.664,-73.29165636584915,-85.38827932012629
4.666,-73.41784986154958,-86.22335446730841
4.668,-72.91572570543035,-87.86243350825139
4.67,-73.17041563540882,-89.39708283534421
4.672,-73.30157699936733,-89.86970453449082
4.674,-73.77897145592242,-88.73833297750402
4.676,-73.88503695333188,-88.93560733469904
4.678,-75.24919722320998,-89.61931320813476
4.68,-76.76078854853682,-89.53525357045743
4.682,-79.91833753059579,-90.72217029140562
4.684,-82.39723724511828,-91.7232899202202
4.686,-86.82951463409366,-91.83402582514614
4.688,-83.31571172094269,-92.00449661608343
4.69,-81.26241467206643,-93.52250119212052
4.692,-79.29181908183921,-98.39539395611276
4.694,-80.25340206612907,-104.517024601806
4.696,-80.04102794688148,-103.73495729872
4.698,-80.45549292687642,-99.73860607606811
4.7,-78.11441721570449,-96.21914917308919
4.702,-76.52255554966216,-97.68495193783467
4.704,-75.09887643336047,-96.78011617660169
4.706,-75.75305353880304,-96.03449053020655
4.708,-77.43338810330962,-102.5871819970915
4.71,-79.06103099873856,-104.5430274617375
4.712,-81.4735664146079,-109.8311690932255
4.714,-81.77432063769693,-99.38729751007598
4.716,-83.15427066490463,-102.1997983424448
4.718,-83.48970776065704,-97.14639802199909
4.72,-82.95100474651417,-90.84128426468678
4.722,-79.71305183396576,-87.65876586086939
4.724,-76.14545906642721,-88.13101152274135
4.726,-75.06866024520114,-92.21993565348538
4.728,-74.98782933638023,-95.31813814213294
4.73,-75.91666412214106,-90.11879670369474
4.732,-77.11833499603614,-85.65934460797217
4.734,-79.97313339377871,-85.45515055451955
4.736,-81.96752169564148,-87.18828765627893
4.738,-84.85827071241978,-89.58349168245141
4.74,-86.48320737297169,-91.64215880181887
4.742,-92.69968625222921,-97.51860604221386
4.744,-93.79296730993963,-103.7164171683468
4.746,-98.26229498685697,-93.57491076481635
4.748,-87.54081029788246,-91.18651929285497
4.75,-82.70314386966103,-92.19289128046273
4.752,-79.72653344093116,-97.88228509616113
4.754,-76.77274699908837,-95.00892185780344
4.756,-76.15214096396747,-89.32757939874298
4.758,-76.74575879218349,-86.79454160299413
4.76,-77.8875532420947,-87.42685106920788
4.762,-79.46124369334146,-90.36257020641948
4.764,-77.47391737934448,-95.73715919435242
4.766,-75.84324435260019,-92.98906471325952
4.768,-73.87619453424647,-88.55306567615568
4.77,-73.96726195547548,-85.61821121149922
4.772,-74.75932316794874,-84.90868200298978
4.774,-76.85572067435815,-86.07465629264352
4.776,-77.49438414136168,-87.24640600243065
4.778,-77.82048762132122,-90.2611214018288
4.78,-76.95418347549959,-95.79532306239602
4.782,-77.67392989141649,-90.81951814220533
4.784,-79.69954557947226,-87.54884163246408
4.786,-81.03340525875171,-86.92116432266906
4.788,-82.04296689338804,-87.8197510921465
4.79,-82.32798634522332,-89.12715736911493
4.792,-81.97987878102411,-89.57334370392871
4.794,-82.5145753784186,-88.96677526658937
4.796,-79.49746474603279,-88.03648859631507
4.798,-72.94531581475624,-88.90451856468161
4.8,-78.91910795733882,-94.38962271095427
4.802,-79.27541590783332,-100.0633311621989
4.804,-74.78400012585099,-102.8044901495128
4.806,-83.15777684688554,-107.9220823006379
4.808,-95.67176807482025,-94.83147101210976
4.81,-87.62938090173435,-88.2210797066793
4.812,-83.95335752026807,-85.38673730321301
4.814,-80.00397429735435,-84.7668020367533
4.816,-80.08830812556774,-85.31913734955563
4.818,-78.51809002256019,-87.2544933551527
4.82,-79.55816368765022,-91.83856365394631
4.822,-80.85932030711191,-96.23764787542518
4.824,-85.58093811761157,-97.35861636022038
4.826,-96.8427159678354,-99.06982344557719
4.828,-85.23506305490633,-95.84752343061864
4.83,-79.31376141986236,-91.10066126255103
4.832,-75.88308350935178,-92.09742482321685
4.834,-75.22433370137168,-92.75411716797873
4.836,-74.22351072443168,-90.34873753922945
4.838,-74.78028141725707,-91.61897868419686
4.84,-75.93907940229127,-94.34654928877058
4.842,-78.25394359956132,-95.80448111169034
4.844,-80.72042589972092,-96.82252550022099
4.846,-84.04144595066988,-99.64987971984181
4.848,-88.82517814136888,-104.7053945313255
4.85,-98.85572042430061,-98.19126568841568
4.852,-94.98112618180753,-98.29175317727946
4.854,-99.28151186195998,-95.83972869936396
4.856,-90.11767610131412,-96.36287280946689
4.858,-94.59509549626232,-98.35547440841985
4.86,-91.58213490088536,-98.51990884942497
4.862,-84.69218032300601,-97.08811848153501
4.864,-81.27372425771117,-95.39161938947431
4.866,-78.40724249338949,-90.70809159667746
4.868,-76.92947938483957,-89.86164995053136
4.87,-76.7650260067231,-95.82613069394974
4.872,-78.5814458930644,-106.2040893077806
4.874,-81.04571620222126,-99.25040682728124
4.876,-82.15431497421207,-92.66213940364437
4.878,-85.88121305353133,-89.70292241479848
4.88,-87.18451707217602,-90.27921069133761
4.882,-85.54958204476338,-89.76667210361045
4.884,-83.22782163862786,-88.10016993302958
4.886,-80.96349713144116,-89.84951994762503
4.888,-80.0855258089389,-91.07538788401354
4.89,-80.7514940249856,-88.84419134969465
4.892,-82.42530372969384,-90.20894094789307
4.894,-85.35090345589362,-95.27745918233458
4.896,-83.73750686823402,-103.5835346168478
4.898,-81.04360026691879,-96.35034823028506
4.9,-78.10961060509808,-97.52613566255091
4.902,-75.80492391809777,-96.1453377422134
4.904,-73.69177721273543,-92.18628300899883
4.906,-72.40724666234649,-89.29051733254254
4.908,-71.78661095228124,-87.62349722714502
4.91,-71.58190336050447,-86.82183025481552
4.912,-71.76331863106748,-86.52968808888156
4.914,-72.28777211285549,-88.52156661330181
4.916,-72.68865115023974,-94.33858860498482
4.918,-73.9914241005246,-107.9667250845571
4.92,-75.19672177715938,-95.43482334067228
4.922,-77.19475069218274,-89.51260058578785
4.924,-79.69028976840107,-88.01534641445782
4.926,-85.36304223725548,-92.02877875357754
4.928,-83.10408289528425,-94.03231798499937
4.93,-81.27307419378134,-90.73377005410977
4.932,-79.94081700215412,-90.30973419337246
4.934,-80.31531956252698,-92.02106910615544
4.936,-81.83933374748119,-92.26367605311138
4.938,-84.87287234335959,-88.60305857294745
4.94,-88.89317464436229,-87.47744671471747
4.942,-95.72935897563463,-89.18819341880038
4.944,-92.42611535295934,-91.62686277742763
4.946,-88.99080379048327,-96.89320359104846
4.948,-86.59783844271831,-94.19626644711704
4.95,-84.78092904071889,-90.7112607733775
4.952,-86.04377090791422,-88.89505335619654
4.954,-87.26282059859778,-87.69216900030241
4.956,-93.53857257888956,-87.99648417839205
4.958,-87.95531391811963,-90.8688270736892
4.96,-83.25324940070659,-98.98365415792291
4.962,-80.3031998240064,-95.12038818988191
4.964,-78.85871997110445,-90.60924483745976
4.966,-77.87071234465405,-89.24683357455331
4.968,-77.32900061857652,-89.9031834333471
4.97,-76.71682540287142,-89.66937496129383
4.972,-76.31580252105297,-88.16974253481644
4.974,-76.02328385637851,-87.30649990719553
4.976,-75.65765684592027,-89.20836868484066
4.978,-75.56136359357942,-94.74102114725653
4.98,-76.70909949442319,-101.5218935491266
4.982,-77.0355584879363,-105.1421076948436
4.984,-79.27748285164574,-101.0098269676548
4.986,-82.71504827411043,-96.61657289246263
4.988,-87.04166248695736,-96.99145864483656
4.99,-87.34028529289552,-98.32314400721475
4.992,-82.92262654454927,-97.78654999078756
4.994,-79.56186111533368,-92.09527572130628
4.996,-76.06593979320471,-89.85749395171601
