#Digilent WaveForms Oscilloscope Acquisition,,,,,
#Device Name: Discovery2,,,,,
#Serial Number: SN:210321AC1D4D,,,,,
#Date Time: 2020-10-28 18:30:21.431,,,,,
#Sample rate: 160000Hz,,,,,
#Samples: 8192,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,,,
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X,,,,,
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X,,,,,
#Wavegen Channel 1: Running,,,,,
#Mode: Simple,,,,,
#Type: Triangle,,,,,
#Frequency: 100 Hz,,,,,
#Period: 10 ms,,,,,
#Amplitude: 1 V,,,,,
#Offset: 0 V,,,,,
#Symmetry: 50 %,,,,,
#Phase: 0 ¡Æ,,,,,
#Wavegen Channel 2: Running,,,,,
#Mode: Simple,,,,,
#Type: DC,,,,,
#Offset: 3 V,,,,,
#Power Supplies: ON,,,,,
#Positive Supply: ON,,,,,
#Voltage: 4 V,,,,,
#Negative Supply: ON,,,,,
#Voltage: -4 V,,,,,
,,,,,
Time (s),Channel 1 (V),Channel 2 (V),average1,timeaverage,
-0.001839583,-1.039387069,-0.185724856,-1.028719299,-0.001808333,275.2973008
-0.001833333,-1.031816394,-0.187452727,-1.026998691,-0.001802083,275.2973008
-0.001827083,-1.035601731,-0.190562896,-1.025278083,-0.001795833,330.356761
-0.001820833,-1.031816394,-0.192636342,-1.023213353,-0.001789583,275.2973008
-0.001814583,-1.031816394,-0.195400936,-1.021492745,-0.001783333,330.356761
-0.001808333,-1.028031056,-0.198165531,-1.019428015,-0.001777083,330.356761
-0.001802083,-1.028031056,-0.199893403,-1.017363285,-0.001770833,330.356761
-0.001795833,-1.024245718,-0.203003571,-1.015298555,-0.001764583,275.2973008
-0.001789583,-1.024245718,-0.20611374,-1.013577947,-0.001758333,275.2973008
-0.001783333,-1.02046038,-0.207496037,-1.011857339,-0.001752083,275.2973008
-0.001777083,-1.02046038,-0.210606206,-1.010136731,-0.001745833,275.2973008
-0.001770833,-1.02046038,-0.213370801,-1.008416123,-0.001739583,330.356761
-0.001764583,-1.012889704,-0.215444247,-1.006351393,-0.001733333,275.2973008
-0.001758333,-1.012889704,-0.218208841,-1.004630785,-0.001727083,275.2973008
-0.001752083,-1.012889704,-0.220627861,-1.002910177,-0.001720833,275.2973008
-0.001745833,-1.009104366,-0.223046882,-1.001189569,-0.001714583,220.2378407
-0.001739583,-1.005319028,-0.225811476,-0.999813082,-0.001708333,275.2973008
-0.001733333,-1.005319028,-0.228921645,-0.998092474,-0.001702083,330.356761
-0.001727083,-1.005319028,-0.230995091,-0.996027744,-0.001695833,330.356761
-0.001720833,-1.005319028,-0.23410526,-0.993963015,-0.001689583,330.356761
-0.001714583,-1.00153369,-0.235833131,-0.991898285,-0.001683333,330.356761
-0.001708333,-1.00153369,-0.238597726,-0.989833555,-0.001677083,440.4756813
-0.001702083,-0.997748353,-0.241016746,-0.987080582,-0.001670833,330.356761
-0.001695833,-0.993963015,-0.243435766,-0.985015852,-0.001664583,330.356761
-0.001689583,-0.993963015,-0.245854786,-0.982951123,-0.001658333,330.356761
-0.001683333,-0.993963015,-0.248964955,-0.980886393,-0.001652083,385.4162212
-0.001677083,-0.993963015,-0.250692827,-0.978477541,-0.001645833,385.4162212
-0.001670833,-0.986392339,-0.253457421,-0.97606869,-0.001639583,330.356761
-0.001664583,-0.982607001,-0.255530867,-0.97400396,-0.001633333,275.2973008
-0.001658333,-0.982607001,-0.257949887,-0.972283352,-0.001627083,330.356761
-0.001652083,-0.982607001,-0.26140563,-0.970218622,-0.001620833,330.356761
-0.001645833,-0.978821663,-0.263479076,-0.968153893,-0.001614583,275.2973008
-0.001639583,-0.971250987,-0.266243671,-0.966433285,-0.001608333,275.2973008
-0.001633333,-0.975036325,-0.268662691,-0.964712676,-0.001602083,385.4162212
-0.001627083,-0.971250987,-0.270736137,-0.962303825,-0.001595833,275.2973008
-0.001620833,-0.971250987,-0.273500731,-0.960583217,-0.001589583,330.356761
-0.001614583,-0.967465649,-0.276265326,-0.958518487,-0.001583333,330.356761
-0.001608333,-0.967465649,-0.278338772,-0.956453757,-0.001577083,385.4162212
-0.001602083,-0.963680312,-0.281103366,-0.954044906,-0.001570833,330.356761
-0.001595833,-0.963680312,-0.283176812,-0.951980176,-0.001564583,385.4162212
-0.001589583,-0.959894974,-0.285595833,-0.949571325,-0.001558333,385.4162212
-0.001583333,-0.959894974,-0.288360427,-0.947162473,-0.001552083,385.4162212
-0.001577083,-0.959894974,-0.291125022,-0.944753622,-0.001545833,385.4162212
-0.001570833,-0.952324298,-0.293198467,-0.942344771,-0.001539583,330.356761
-0.001564583,-0.94853896,-0.295963062,-0.940280041,-0.001533333,330.356761
-0.001558333,-0.952324298,-0.298727656,-0.938215311,-0.001527083,440.4756813
-0.001552083,-0.94853896,-0.301146677,-0.935462338,-0.001520833,440.4756813
-0.001545833,-0.944753622,-0.303911271,-0.932709365,-0.001514583,440.4756813
-0.001539583,-0.940968284,-0.305984717,-0.929956392,-0.001508333,440.4756813
-0.001533333,-0.940968284,-0.308403737,-0.927203419,-0.001502083,385.4162212
-0.001527083,-0.937182946,-0.311168332,-0.924794568,-0.001495833,385.4162212
-0.001520833,-0.933397608,-0.313932926,-0.922385716,-0.001489583,440.4756813
-0.001514583,-0.933397608,-0.316006372,-0.919632743,-0.001483333,440.4756813
-0.001508333,-0.933397608,-0.318425392,-0.91687977,-0.001477083,440.4756813
-0.001502083,-0.929612271,-0.320498838,-0.914126797,-0.001470833,495.5351415
-0.001495833,-0.925826933,-0.323263433,-0.911029703,-0.001464583,440.4756813
-0.001489583,-0.922041595,-0.325336879,-0.90827673,-0.001458333,440.4756813
-0.001483333,-0.918256257,-0.328447048,-0.905523757,-0.001452083,440.4756813
-0.001477083,-0.914470919,-0.331211642,-0.902770784,-0.001445833,385.4162212
-0.001470833,-0.910685581,-0.332939514,-0.900361932,-0.001439583,385.4162212
-0.001464583,-0.914470919,-0.336049682,-0.897953081,-0.001433333,440.4756813
-0.001458333,-0.910685581,-0.338123128,-0.895200108,-0.001427083,385.4162212
-0.001452083,-0.903114905,-0.340542149,-0.892791257,-0.001420833,385.4162212
-0.001445833,-0.903114905,-0.343306743,-0.890382405,-0.001414583,385.4162212
-0.001439583,-0.903114905,-0.345725763,-0.887973554,-0.001408333,440.4756813
-0.001433333,-0.89554423,-0.348490358,-0.885220581,-0.001402083,385.4162212
-0.001427083,-0.89554423,-0.350909378,-0.882811729,-0.001395833,385.4162212
-0.001420833,-0.891758892,-0.353328398,-0.880402878,-0.001389583,440.4756813
-0.001414583,-0.887973554,-0.356092993,-0.877649905,-0.001383333,385.4162212
-0.001408333,-0.887973554,-0.358166439,-0.875241054,-0.001377083,385.4162212
-0.001402083,-0.884188216,-0.360931033,-0.872832202,-0.001370833,385.4162212
-0.001395833,-0.884188216,-0.362658905,-0.870423351,-0.001364583,440.4756813
-0.001389583,-0.884188216,-0.366460222,-0.867670378,-0.001358333,440.4756813
-0.001383333,-0.87661754,-0.367842519,-0.864917405,-0.001352083,385.4162212
-0.001377083,-0.87661754,-0.370607114,-0.862508553,-0.001345833,440.4756813
-0.001370833,-0.872832202,-0.373026134,-0.85975558,-0.001339583,440.4756813
-0.001364583,-0.869046864,-0.375790729,-0.857002607,-0.001333333,330.356761
-0.001358333,-0.869046864,-0.378209749,-0.854937878,-0.001327083,385.4162212
-0.001352083,-0.861476189,-0.380974343,-0.852529026,-0.001320833,385.4162212
-0.001345833,-0.861476189,-0.383393364,-0.850120175,-0.001314583,385.4162212
-0.001339583,-0.861476189,-0.386157958,-0.847711324,-0.001308333,440.4756813
-0.001333333,-0.857690851,-0.388231404,-0.844958351,-0.001302083,440.4756813
-0.001327083,-0.853905513,-0.391341573,-0.842205378,-0.001295833,495.5351415
-0.001320833,-0.853905513,-0.394106167,-0.839108283,-0.001289583,495.5351415
-0.001314583,-0.850120175,-0.395834039,-0.836011188,-0.001283333,440.4756813
-0.001308333,-0.846334837,-0.399289782,-0.833258215,-0.001277083,440.4756813
-0.001302083,-0.842549499,-0.401017654,-0.830505242,-0.001270833,440.4756813
-0.001295833,-0.846334837,-0.403436674,-0.827752269,-0.001264583,550.5946017
-0.001289583,-0.842549499,-0.406546843,-0.824311053,-0.001258333,495.5351415
-0.001283333,-0.834978823,-0.408620288,-0.821213958,-0.001252083,495.5351415
-0.001277083,-0.834978823,-0.411039309,-0.818116864,-0.001245833,495.5351415
-0.001270833,-0.831193486,-0.414149477,-0.815019769,-0.001239583,495.5351415
-0.001264583,-0.827408148,-0.415877349,-0.811922674,-0.001233333,440.4756813
-0.001258333,-0.819837472,-0.418641944,-0.809169701,-0.001227083,385.4162212
-0.001252083,-0.819837472,-0.421406538,-0.80676085,-0.001220833,495.5351415
-0.001245833,-0.819837472,-0.423825558,-0.803663755,-0.001214583,550.5946017
-0.001239583,-0.816052134,-0.426590153,-0.800222539,-0.001208333,495.5351415
-0.001233333,-0.812266796,-0.428318024,-0.797125445,-0.001202083,495.5351415
-0.001227083,-0.808481458,-0.431082619,-0.79402835,-0.001195833,495.5351415
-0.001220833,-0.808481458,-0.433501639,-0.790931255,-0.001189583,550.5946017
-0.001214583,-0.800910782,-0.436957382,-0.787490039,-0.001183333,440.4756813
-0.001208333,-0.800910782,-0.438685254,-0.784737066,-0.001177083,495.5351415
-0.001202083,-0.797125445,-0.441449848,-0.781639971,-0.001170833,440.4756813
-0.001195833,-0.797125445,-0.443868869,-0.778886998,-0.001164583,495.5351415
-0.001189583,-0.793340107,-0.446287889,-0.775789904,-0.001158333,495.5351415
-0.001183333,-0.785769431,-0.449052483,-0.772692809,-0.001152083,495.5351415
-0.001177083,-0.781984093,-0.450780355,-0.769595714,-0.001145833,440.4756813
-0.001170833,-0.781984093,-0.453890524,-0.766842741,-0.001139583,495.5351415
-0.001164583,-0.778198755,-0.456655118,-0.763745647,-0.001133333,495.5351415
-0.001158333,-0.774413417,-0.45838299,-0.760648552,-0.001127083,495.5351415
-0.001152083,-0.770628079,-0.461493159,-0.757551458,-0.001120833,495.5351415
-0.001145833,-0.770628079,-0.463566604,-0.754454363,-0.001114583,550.5946017
-0.001139583,-0.766842741,-0.465985625,-0.751013147,-0.001108333,550.5946017
-0.001133333,-0.766842741,-0.469095794,-0.74757193,-0.001102083,495.5351415
-0.001127083,-0.763057404,-0.471169239,-0.744474836,-0.001095833,550.5946017
-0.001120833,-0.759272066,-0.472897111,-0.741033619,-0.001089583,495.5351415
-0.001114583,-0.75170139,-0.476352854,-0.737936525,-0.001083333,440.4756813
-0.001108333,-0.75170139,-0.4784263,-0.735183552,-0.001077083,495.5351415
-0.001102083,-0.747916052,-0.481190895,-0.732086457,-0.001070833,550.5946017
-0.001095833,-0.744130714,-0.483955489,-0.728645241,-0.001064583,550.5946017
-0.001089583,-0.740345376,-0.486028935,-0.725204025,-0.001058333,550.5946017
-0.001083333,-0.736560038,-0.489139104,-0.721762808,-0.001052083,495.5351415
-0.001077083,-0.7327747,-0.491558124,-0.718665714,-0.001045833,550.5946017
-0.001070833,-0.728989363,-0.492940421,-0.715224498,-0.001039583,495.5351415
-0.001064583,-0.7327747,-0.49605059,-0.712127403,-0.001033333,660.713522
-0.001058333,-0.725204025,-0.49846961,-0.707997943,-0.001027083,550.5946017
-0.001052083,-0.725204025,-0.501234205,-0.704556727,-0.001020833,550.5946017
-0.001045833,-0.721418687,-0.503998799,-0.701115511,-0.001014583,550.5946017
-0.001039583,-0.717633349,-0.506417819,-0.697674295,-0.001008333,550.5946017
-0.001033333,-0.710062673,-0.509182414,-0.694233078,-0.001002083,605.6540618
-0.001027083,-0.706277335,-0.511947009,-0.69044774,-0.000995833,550.5946017
-0.001020833,-0.702491997,-0.513329306,-0.687006524,-0.000989583,495.5351415
-0.001014583,-0.702491997,-0.516439475,-0.68390943,-0.000983333,605.6540618
-0.001008333,-0.694921322,-0.519204069,-0.680124092,-0.000977083,550.5946017
-0.001002083,-0.694921322,-0.521277515,-0.676682875,-0.000970833,550.5946017
-0.000995833,-0.687350646,-0.524387684,-0.673241659,-0.000964583,495.5351415
-0.000989583,-0.687350646,-0.526806704,-0.670144565,-0.000958333,495.5351415
-0.000983333,-0.687350646,-0.52888015,-0.66704747,-0.000952083,605.6540618
-0.000977083,-0.683565308,-0.53129917,-0.663262132,-0.000945833,550.5946017
-0.000970833,-0.67977997,-0.533372616,-0.659820916,-0.000939583,605.6540618
-0.000964583,-0.668423956,-0.536828359,-0.656035578,-0.000933333,440.4756813
-0.000958333,-0.668423956,-0.539247379,-0.653282605,-0.000927083,495.5351415
-0.000952083,-0.668423956,-0.540975251,-0.65018551,-0.000920833,605.6540618
-0.000945833,-0.660853281,-0.543394271,-0.646400172,-0.000914583,495.5351415
-0.000939583,-0.657067943,-0.54650444,-0.643303078,-0.000908333,495.5351415
-0.000933333,-0.657067943,-0.548577886,-0.640205983,-0.000902083,550.5946017
-0.000927083,-0.653282605,-0.55134248,-0.636764767,-0.000895833,550.5946017
-0.000920833,-0.653282605,-0.553761501,-0.633323551,-0.000889583,550.5946017
-0.000914583,-0.645711929,-0.556526095,-0.629882334,-0.000883333,550.5946017
-0.000908333,-0.645711929,-0.55929069,-0.626441118,-0.000877083,605.6540618
-0.000902083,-0.638141253,-0.561364135,-0.62265578,-0.000870833,495.5351415
-0.000895833,-0.638141253,-0.563783156,-0.619558686,-0.000864583,550.5946017
-0.000889583,-0.634355915,-0.566893325,-0.616117469,-0.000858333,550.5946017
-0.000883333,-0.62678524,-0.568621196,-0.612676253,-0.000852083,495.5351415
-0.000877083,-0.62678524,-0.571731365,-0.609579158,-0.000845833,550.5946017
-0.000870833,-0.622999902,-0.574150385,-0.606137942,-0.000839583,550.5946017
-0.000864583,-0.619214564,-0.576223831,-0.602696726,-0.000833333,550.5946017
-0.000858333,-0.615429226,-0.578988426,-0.59925551,-0.000827083,550.5946017
-0.000852083,-0.615429226,-0.582098594,-0.595814293,-0.000820833,605.6540618
-0.000845833,-0.60785855,-0.58417204,-0.592028955,-0.000814583,550.5946017
-0.000839583,-0.604073212,-0.586936635,-0.588587739,-0.000808333,605.6540618
-0.000833333,-0.604073212,-0.589010081,-0.584802401,-0.000802083,660.713522
-0.000827083,-0.600287874,-0.591429101,-0.580672942,-0.000795833,660.713522
-0.000820833,-0.596502537,-0.59453927,-0.576543482,-0.000789583,605.6540618
-0.000814583,-0.592717199,-0.596612716,-0.572758144,-0.000783333,660.713522
-0.000808333,-0.588931861,-0.598686161,-0.568628685,-0.000777083,660.713522
-0.000802083,-0.585146523,-0.602141905,-0.564499225,-0.000770833,660.713522
-0.000795833,-0.581361185,-0.603869776,-0.560369766,-0.000764583,660.713522
-0.000789583,-0.577575847,-0.606634371,-0.556240306,-0.000758333,660.713522
-0.000783333,-0.573790509,-0.608707817,-0.552110847,-0.000752083,715.7729822
-0.000777083,-0.570005171,-0.611126837,-0.547637266,-0.000745833,660.713522
-0.000770833,-0.562434496,-0.614237006,-0.543507806,-0.000739583,550.5946017
-0.000764583,-0.558649158,-0.6170016,-0.54006659,-0.000733333,660.713522
-0.000758333,-0.55486382,-0.619075046,-0.53593713,-0.000727083,660.713522
-0.000752083,-0.55486382,-0.621839641,-0.531807671,-0.000720833,660.713522
-0.000745833,-0.547293144,-0.624258661,-0.527678211,-0.000714583,605.6540618
-0.000739583,-0.543507806,-0.626677681,-0.523892873,-0.000708333,660.713522
-0.000733333,-0.539722468,-0.629442275,-0.519763414,-0.000702083,660.713522
-0.000727083,-0.53593713,-0.631170147,-0.515633954,-0.000695833,660.713522
-0.000720833,-0.532151792,-0.634280316,-0.511504495,-0.000689583,660.713522
-0.000714583,-0.524581117,-0.636699336,-0.507375035,-0.000683333,605.6540618
-0.000708333,-0.524581117,-0.638772782,-0.503589698,-0.000677083,660.713522
-0.000702083,-0.524581117,-0.641882951,-0.499460238,-0.000670833,715.7729822
-0.000695833,-0.513225103,-0.644301971,-0.494986657,-0.000664583,605.6540618
-0.000689583,-0.509439765,-0.646375417,-0.491201319,-0.000658333,660.713522
-0.000683333,-0.509439765,-0.64983116,-0.487071859,-0.000652083,660.713522
-0.000677083,-0.505654427,-0.651904606,-0.4829424,-0.000645833,660.713522
-0.000670833,-0.498083752,-0.653978052,-0.47881294,-0.000639583,660.713522
-0.000664583,-0.494298414,-0.657433795,-0.474683481,-0.000633333,660.713522
-0.000658333,-0.490513076,-0.659161666,-0.470554021,-0.000627083,660.713522
-0.000652083,-0.486727738,-0.661580687,-0.466424562,-0.000620833,660.713522
-0.000645833,-0.4829424,-0.664690856,-0.462295102,-0.000614583,660.713522
-0.000639583,-0.479157062,-0.666418727,-0.458165643,-0.000608333,715.7729822
-0.000633333,-0.475371724,-0.669183322,-0.453692062,-0.000602083,660.713522
-0.000627083,-0.471586386,-0.671256767,-0.449562602,-0.000595833,715.7729822
-0.000620833,-0.464015711,-0.673675788,-0.445089021,-0.000589583,660.713522
-0.000614583,-0.464015711,-0.676785957,-0.440959562,-0.000583333,770.8324423
-0.000608333,-0.460230373,-0.679204977,-0.436141859,-0.000577083,715.7729822
-0.000602083,-0.452659697,-0.682315146,-0.431668278,-0.000570833,660.713522
-0.000595833,-0.448874359,-0.684734166,-0.427538818,-0.000564583,715.7729822
-0.000589583,-0.445089021,-0.687153186,-0.423065237,-0.000558333,715.7729822
-0.000583333,-0.441303683,-0.689226632,-0.418591656,-0.000552083,715.7729822
-0.000577083,-0.437518345,-0.692336801,-0.414118075,-0.000545833,715.7729822
-0.000570833,-0.42994767,-0.694064672,-0.409644494,-0.000539583,660.713522
-0.000564583,-0.42994767,-0.697520415,-0.405515034,-0.000533333,715.7729822
-0.000558333,-0.422376994,-0.699593861,-0.401041453,-0.000527083,660.713522
-0.000552083,-0.418591656,-0.701667307,-0.396911993,-0.000520833,660.713522
-0.000545833,-0.41102098,-0.70512305,-0.392782534,-0.000514583,660.713522
-0.000539583,-0.41102098,-0.707196496,-0.388653074,-0.000508333,715.7729822
-0.000533333,-0.407235642,-0.709615516,-0.384179493,-0.000502083,660.713522
-0.000527083,-0.399664966,-0.712034537,-0.380050034,-0.000495833,660.713522
-0.000520833,-0.395879629,-0.714799131,-0.375920574,-0.000489583,660.713522
-0.000514583,-0.392094291,-0.716872577,-0.371791115,-0.000483333,660.713522
-0.000508333,-0.388308953,-0.719982746,-0.367661655,-0.000477083,660.713522
-0.000502083,-0.384523615,-0.721710617,-0.363532196,-0.000470833,715.7729822
-0.000495833,-0.380738277,-0.724475212,-0.359058615,-0.000464583,715.7729822
-0.000489583,-0.376952939,-0.727239806,-0.354585033,-0.000458333,715.7729822
-0.000483333,-0.373167601,-0.729658827,-0.350111452,-0.000452083,715.7729822
-0.000477083,-0.365596925,-0.731732273,-0.345637871,-0.000445833,660.713522
-0.000470833,-0.361811588,-0.734151293,-0.341508412,-0.000439583,605.6540618
-0.000464583,-0.361811588,-0.736915887,-0.337723074,-0.000433333,770.8324423
-0.000458333,-0.354240912,-0.739680482,-0.332905371,-0.000427083,660.713522
-0.000452083,-0.350455574,-0.741753928,-0.328775911,-0.000420833,715.7729822
-0.000445833,-0.346670236,-0.744864096,-0.32430233,-0.000414583,770.8324423
-0.000439583,-0.342884898,-0.747283117,-0.319484628,-0.000408333,715.7729822
-0.000433333,-0.335314222,-0.749356563,-0.315011046,-0.000402083,715.7729822
-0.000427083,-0.331528885,-0.752121157,-0.310537465,-0.000395833,715.7729822
-0.000420833,-0.327743547,-0.755231326,-0.306063884,-0.000389583,715.7729822
-0.000414583,-0.323958209,-0.756959197,-0.301590303,-0.000383333,715.7729822
-0.000408333,-0.320172871,-0.759723792,-0.297116722,-0.000377083,715.7729822
-0.000402083,-0.320172871,-0.761797238,-0.292643141,-0.000370833,825.8919025
-0.000395833,-0.308816857,-0.763870684,-0.287481316,-0.000364583,715.7729822
-0.000389583,-0.308816857,-0.766980853,-0.283007735,-0.000358333,770.8324423
-0.000383333,-0.301246181,-0.769399873,-0.278190032,-0.000352083,715.7729822
-0.000377083,-0.293675506,-0.771473319,-0.273716451,-0.000345833,660.713522
-0.000370833,-0.293675506,-0.774583488,-0.269586992,-0.000339583,770.8324423
-0.000364583,-0.28610483,-0.777002508,-0.264769289,-0.000333333,770.8324423
-0.000358333,-0.282319492,-0.779421528,-0.259951586,-0.000327083,715.7729822
-0.000352083,-0.278534154,-0.782531697,-0.255478005,-0.000320833,715.7729822
-0.000345833,-0.274748816,-0.784950717,-0.251004424,-0.000314583,770.8324423
-0.000339583,-0.270963478,-0.787369737,-0.246186721,-0.000308333,770.8324423
-0.000333333,-0.263392803,-0.789788757,-0.241369018,-0.000302083,770.8324423
-0.000327083,-0.259607465,-0.791862203,-0.236551316,-0.000295833,825.8919025
-0.000320833,-0.255822127,-0.794626798,-0.231389491,-0.000289583,770.8324423
-0.000314583,-0.252036789,-0.797391392,-0.226571789,-0.000283333,825.8919025
-0.000308333,-0.248251451,-0.799810412,-0.221409964,-0.000277083,825.8919025
-0.000302083,-0.240680775,-0.802229433,-0.21624814,-0.000270833,770.8324423
-0.000295833,-0.233110099,-0.804994027,-0.211430437,-0.000264583,770.8324423
-0.000289583,-0.233110099,-0.807067473,-0.206612734,-0.000258333,770.8324423
-0.000283333,-0.229324762,-0.810177642,-0.201795031,-0.000252083,825.8919025
-0.000277083,-0.221754086,-0.811905513,-0.196633207,-0.000245833,825.8919025
-0.000270833,-0.217968748,-0.814670108,-0.191471383,-0.000239583,825.8919025
-0.000264583,-0.210398072,-0.817434703,-0.186309558,-0.000233333,825.8919025
-0.000258333,-0.202827396,-0.819162574,-0.181147734,-0.000227083,770.8324423
-0.000252083,-0.202827396,-0.822272743,-0.176330031,-0.000220833,825.8919025
-0.000245833,-0.195256721,-0.825382912,-0.171168207,-0.000214583,770.8324423
-0.000239583,-0.191471383,-0.827110783,-0.166350504,-0.000208333,715.7729822
-0.000233333,-0.187686045,-0.830220952,-0.161876923,-0.000202083,770.8324423
-0.000227083,-0.180115369,-0.832294398,-0.15705922,-0.000195833,770.8324423
-0.000220833,-0.180115369,-0.834713418,-0.152241517,-0.000189583,880.9513627
-0.000214583,-0.172544693,-0.837132438,-0.146735571,-0.000183333,825.8919025
-0.000208333,-0.164974017,-0.83886031,-0.141573747,-0.000177083,770.8324423
-0.000202083,-0.16118868,-0.841970479,-0.136756044,-0.000170833,770.8324423
-0.000195833,-0.153618004,-0.844735073,-0.131938341,-0.000164583,715.7729822
-0.000189583,-0.149832666,-0.846117371,-0.12746476,-0.000158333,715.7729822
-0.000183333,-0.146047328,-0.849573114,-0.122991179,-0.000152083,825.8919025
-0.000177083,-0.14226199,-0.852337708,-0.117829355,-0.000145833,770.8324423
-0.000170833,-0.14226199,-0.854411154,-0.113011652,-0.000139583,825.8919025
-0.000164583,-0.134691314,-0.857175749,-0.107849828,-0.000133333,825.8919025
-0.000158333,-0.127120639,-0.859594769,-0.102688003,-0.000127083,770.8324423
-0.000152083,-0.119549963,-0.861668215,-0.0978703,-0.000120833,770.8324423
-0.000145833,-0.115764625,-0.864778384,-0.093052598,-0.000114583,770.8324423
-0.000139583,-0.111979287,-0.867888552,-0.088234895,-0.000108333,825.8919025
-0.000133333,-0.108193949,-0.86927085,-0.083073071,-0.000102083,825.8919025
-0.000127083,-0.104408611,-0.872726593,-0.077911246,-9.58333E-05,880.9513627
-0.000120833,-0.100623273,-0.874800039,-0.0724053,-8.95833E-05,880.9513627
-0.000114583,-0.08926726,-0.877564633,-0.066899354,-8.33333E-05,770.8324423
-0.000108333,-0.08926726,-0.880329228,-0.062081651,-7.70833E-05,825.8919025
-0.000102083,-0.085481922,-0.882748248,-0.056919827,-7.08333E-05,880.9513627
-9.58E-05,-0.077911246,-0.885167268,-0.051413881,-6.45833E-05,825.8919025
-8.96E-05,-0.074125908,-0.887586288,-0.046252057,-5.83333E-05,880.9513627
-8.33E-05,-0.066555232,-0.890005309,-0.04074611,-5.20833E-05,825.8919025
-7.71E-05,-0.062769895,-0.892424329,-0.035584286,-4.58333E-05,825.8919025
-7.08E-05,-0.055199219,-0.894843349,-0.030422462,-3.95833E-05,715.7729822
-6.46E-05,-0.051413881,-0.897262369,-0.025948881,-3.33333E-05,825.8919025
-5.83E-05,-0.043843205,-0.900026964,-0.020787056,-2.70833E-05,770.8324423
-5.21E-05,-0.040057867,-0.90210041,-0.015969353,-2.08333E-05,825.8919025
-4.58E-05,-0.036272529,-0.904865004,-0.010807529,-1.45833E-05,825.8919025
-3.96E-05,-0.032487191,-0.907975173,-0.005645705,-8.33333E-06,880.9513627
-3.33E-05,-0.024916516,-0.909703045,-0.000139759,-2.08333E-06,880.9513627
-2.71E-05,-0.021131178,-0.912813213,0.005366187,4.16667E-06,825.8919025
-2.08E-05,-0.013560502,-0.915232234,0.010528012,1.04167E-05,770.8324423
-1.46E-05,-0.009775164,-0.917651254,0.015345715,1.66667E-05,880.9513627
-8.33E-06,-0.005989826,-0.920070274,0.020851661,2.29167E-05,880.9513627
-2.08E-06,-0.005989826,-0.922834868,0.026357607,2.91667E-05,936.0108228
4.17E-06,0.005366187,-0.924908314,0.032207674,3.54167E-05,880.9513627
1.04E-05,0.009151525,-0.927672909,0.03771362,4.16667E-05,880.9513627
1.67E-05,0.016722201,-0.930091929,0.043219566,4.79167E-05,880.9513627
2.29E-05,0.020507539,-0.932856524,0.048725512,5.41667E-05,880.9513627
2.92E-05,0.028078215,-0.935621118,0.054231458,6.04167E-05,880.9513627
3.54E-05,0.03564889,-0.93734899,0.059737404,6.66667E-05,825.8919025
4.17E-05,0.03564889,-0.93976801,0.064899229,7.29167E-05,936.0108228
4.79E-05,0.039434228,-0.942532604,0.070749296,7.91667E-05,936.0108228
5.42E-05,0.050790242,-0.944951625,0.076599364,8.54167E-05,880.9513627
6.04E-05,0.05457558,-0.948061793,0.08210531,9.16667E-05,880.9513627
6.67E-05,0.058360918,-0.950135239,0.087611256,9.79167E-05,936.0108228
7.29E-05,0.065931594,-0.952554259,0.093461324,0.000104167,880.9513627
7.92E-05,0.069716931,-0.955318854,0.09896727,0.000110417,880.9513627
8.54E-05,0.077287607,-0.957737874,0.104473216,0.000116667,880.9513627
9.17E-05,0.081072945,-0.960156894,0.109979162,0.000122917,936.0108228
9.79E-05,0.088643621,-0.962575915,0.115829229,0.000129167,825.8919025
0.000104167,0.092428959,-0.965340509,0.120991054,0.000135417,880.9513627
0.000110417,0.099999635,-0.968105104,0.126497,0.000141667,880.9513627
0.000116667,0.103784972,-0.970869698,0.132002946,0.000147917,880.9513627
0.000122917,0.111355648,-0.97259757,0.137508892,0.000154167,880.9513627
0.000129167,0.115140986,-0.975362164,0.143014838,0.000160417,880.9513627
0.000135417,0.122711662,-0.978126759,0.148520784,0.000166667,880.9513627
0.000141667,0.126497,-0.980200205,0.15402673,0.000172917,880.9513627
0.000147917,0.130282338,-0.983310373,0.159532676,0.000179167,936.0108228
0.000154167,0.137853013,-0.985383819,0.165382744,0.000185417,936.0108228
0.000160417,0.145423689,-0.987457265,0.171232811,0.000191667,880.9513627
0.000166667,0.145423689,-0.99022186,0.176738757,0.000197917,936.0108228
0.000172917,0.152994365,-0.992986454,0.182588825,0.000204167,936.0108228
0.000179167,0.160565041,-0.995405474,0.188438892,0.000210417,936.0108228
0.000185417,0.164350379,-0.997824495,0.19428896,0.000216667,936.0108228
0.000191667,0.171921054,-0.999897941,0.200139028,0.000222917,936.0108228
0.000197917,0.175706392,-1.001971386,0.205989095,0.000229167,936.0108228
0.000204167,0.183277068,-0.999552366,0.211839163,0.000235417,880.9513627
0.000210417,0.187062406,-0.998170069,0.217345109,0.000241667,936.0108228
