,time,V1,V2,sineoutput_freq,sineoutput_amplitude,Resistance,Inductance
3700,0.001681818181818182,4.502347596523116,4.99057880590035,2200,5,220,0.1
3701,0.0016822727272727273,4.498562258636642,4.99057880590035,2200,5,220,0.1
3702,0.0016827272727272728,4.4947769207501675,4.986778003396792,2200,5,220,0.1
3703,0.0016831818181818183,4.498562258636642,4.986778003396792,2200,5,220,0.1
3704,0.0016836363636363637,4.490991582863693,4.986778003396792,2200,5,220,0.1
3705,0.0016840909090909092,4.4834209070907445,4.986778003396792,2200,5,220,0.1
3706,0.0016845454545454546,4.4796355692042695,4.99057880590035,2200,5,220,0.1
3707,0.001685,4.4758502313177955,4.99057880590035,2200,5,220,0.1
3708,0.0016854545454545455,4.472064893431321,4.986778003396792,2200,5,220,0.1
3709,0.001685909090909091,4.464494217658372,4.99057880590035,2200,5,220,0.1
3710,0.0016863636363636364,4.460708879771898,4.986778003396792,2200,5,220,0.1
3711,0.001686818181818182,4.456923541885423,4.986778003396792,2200,5,220,0.1
3712,0.0016872727272727274,4.449352866112475,4.982977200893234,2200,5,220,0.1
3713,0.0016877272727272728,4.449352866112475,4.986778003396792,2200,5,220,0.1
3714,0.0016881818181818183,4.449352866112475,4.986778003396792,2200,5,220,0.1
3715,0.0016886363636363637,4.449352866112475,4.982977200893234,2200,5,220,0.1
3716,0.0016890909090909092,4.441782190339526,4.986778003396792,2200,5,220,0.1
3717,0.0016895454545454546,4.437996852453052,4.979176398389676,2200,5,220,0.1
3718,0.00169,4.430426176680103,4.986778003396792,2200,5,220,0.1
3719,0.0016904545454545456,4.430426176680103,4.99057880590035,2200,5,220,0.1
3720,0.001690909090909091,4.426640838793629,4.986778003396792,2200,5,220,0.1
3721,0.0016913636363636365,4.422855500907154,4.986778003396792,2200,5,220,0.1
3722,0.001691818181818182,4.422855500907154,4.986778003396792,2200,5,220,0.1
3723,0.0016922727272727274,4.41907016302068,4.986778003396792,2200,5,220,0.1
3724,0.0016927272727272728,4.415284825134206,4.986778003396792,2200,5,220,0.1
3725,0.0016931818181818183,4.411499487247731,4.982977200893234,2200,5,220,0.1
3726,0.0016936363636363637,4.403928811474783,4.979176398389676,2200,5,220,0.1
3727,0.0016940909090909092,4.396358135701834,4.982977200893234,2200,5,220,0.1
3728,0.0016945454545454547,4.400143473588308,4.979176398389676,2200,5,220,0.1
3729,0.001695,4.396358135701834,4.979176398389676,2200,5,220,0.1
3730,0.0016954545454545453,4.396358135701834,4.979176398389676,2200,5,220,0.1
3731,0.0016959090909090908,4.388787459928885,4.982977200893234,2200,5,220,0.1
3732,0.0016963636363636363,4.385002122042411,4.982977200893234,2200,5,220,0.1
3733,0.0016968181818181817,4.381216784155937,4.982977200893234,2200,5,220,0.1
3734,0.0016972727272727272,4.373646108382988,4.979176398389676,2200,5,220,0.1
3735,0.0016977272727272726,4.369860770496514,4.979176398389676,2200,5,220,0.1
3736,0.001698181818181818,4.366075432610039,4.979176398389676,2200,5,220,0.1
3737,0.0016986363636363635,4.366075432610039,4.979176398389676,2200,5,220,0.1
3738,0.001699090909090909,4.362290094723565,4.979176398389676,2200,5,220,0.1
3739,0.0016995454545454544,4.362290094723565,4.982977200893234,2200,5,220,0.1
3740,0.0017,4.354719418950616,4.982977200893234,2200,5,220,0.1
3741,0.0017004545454545454,4.354719418950616,4.982977200893234,2200,5,220,0.1
3742,0.0017009090909090908,4.347148743177668,4.979176398389676,2200,5,220,0.1
3743,0.0017013636363636363,4.335792729518245,4.979176398389676,2200,5,220,0.1
3744,0.0017018181818181817,4.339578067404719,4.975375595886118,2200,5,220,0.1
